번호,LMS번호,TLP번호,학년,과정,Self_Efficacy,Math_efficacy,내재조절2,확인조절2,부과조절2,외재조절2,RAI2,숙달접근,수행접근,수행회피,숙달회피,수학흥미,주의집중,능동적학습,총점,수학학습전략,인지전략,메타인지전략,총전략점수,정서불안,인지불안,관계불안,일반불안,총불안,부모관계긍정,부모관계부정,전체관계,학원의존
249,6429,21814,7,2,3.89,3.11,2.71,2.75,2.33,1.67,-2.51,2.67,2.25,2.8,3.6,2.67,4.2,2.4,3.09,2.67,2.17,2.4,2.41,2.6,3,2.4,3,2.75,3.5,2.4,4.05,2.57
153,4367,21711,7,2,4.89,4.22,3.43,4.5,3,2.33,-3.69,3.67,2.75,1.8,3.2,3.11,4.6,3.8,3.84,4.5,4.83,3.6,4.31,1.4,1.8,3.2,2,2.1,4.5,3.2,4.15,3.43
17,2557,21546,7,2,4.78,5,4.57,5,4.5,1.67,-6.31,4.5,4.5,2.2,1.4,3.89,3.8,4.4,4.03,5.33,4.5,4.2,4.68,3,3.6,3.8,2.8,3.3,5.75,2.4,5.18,2.43
618,12677,25322,8,2,4.89,3.89,4.57,4.75,3,2,-6.89,4.67,2.25,2.6,2,3.44,4.4,4.4,4.08,3.83,4,4.6,4.14,3.4,4.2,4.4,3.6,3.9,3.5,3.4,3.55,2.86
18,2595,21980,8,2,3.78,3.67,3.14,3.25,2.17,2.33,-2.7,3.33,1.5,3.4,3.6,2.33,2.4,3,2.58,3.33,2.5,3,2.94,1.4,3.6,2,2.2,2.3,4.25,2.4,4.43,2.14
9,2135,3547,8,2,6,5.78,6,5.25,3.5,1,-11.75,6,2.75,2.8,1.6,5.56,4.8,4.8,5.05,5.5,5.17,5,5.22,2.2,1,1,2.2,1.6,6,1,6,1.43
15,2500,21970,8,2,3.56,4.11,3.86,4,3.83,2,-3.88,3.83,4.25,1.6,3,4.44,4,5,4.48,3.67,3.17,3,3.28,4,4,3.4,3.8,3.8,2.5,2.6,3.45,2.57
6,2116,21492,7,2,4.44,5,4.14,4.75,3.17,2,-5.87,4.17,2.5,2.4,2.2,3.78,3.2,4.6,3.86,4.83,4.33,4.6,4.59,1,2.4,2.2,2.6,2.05,4.25,3,4.13,1.43
102,3822,9593,7,2,5.33,4.44,4.43,5.25,3.83,1,-8.27,4.67,4,1.2,1.6,5,4.6,4.6,4.73,3.83,3.67,3.6,3.7,1,1.6,2,1,1.4,4.5,1.8,4.85,2.14
631,12894,20996,9,2,4.89,4.67,4.57,4.5,1.67,1,-9.98,4.33,1.75,1,1.8,3.33,4.2,4.2,3.91,4.67,4.5,4.6,4.59,2.4,1.8,1,1.4,1.65,5.75,1.2,5.78,2.43
230,6024,22305,7,2,2.11,2.78,2.14,3.5,4,5,6.21,2.17,5,4.4,5,2,3.2,2,2.4,2.33,1.83,1.6,1.92,3.6,5,4.8,5,4.6,3.5,4.8,2.85,3.29
195,5666,21411,7,2,3.78,4.22,5.29,4,3.17,1,-9.4,5.17,3.75,4,1.2,3.89,4.8,3.8,4.16,3.67,2.17,3.4,3.08,6,6,1.8,2.8,4.15,6,1.6,5.7,1.86
13,2283,3695,8,2,5.22,4.89,4.29,4.75,1.33,1,-9.99,4.17,1.5,1.6,2.4,4.33,5,4,4.44,4.5,4.17,4.6,4.42,1.2,1,1,1.6,1.2,5.25,1.2,5.53,1
32,3006,126,8,2,5.44,5.11,5.43,4.75,2.5,1,-11.11,5.5,2.25,1.6,2,4.56,4.2,4.8,4.52,4.67,4.5,4.2,4.46,1,2.4,1.2,1.6,1.55,4.75,1.4,5.18,2.71
275,6891,22028,10,3,4.56,3.89,4,5,3.5,2,-5.5,3.83,3.25,2.6,2.2,3.67,4,3.8,3.82,3.83,4,4.6,4.14,3.4,3.2,2,3.2,2.95,4.25,1.2,5.03,3
406,9307,23505,10,3,2.89,2.89,3.14,4.25,1.5,1,-7.04,3.17,1,2.4,2.8,3.67,3.2,2.2,3.02,2.17,2.33,2,2.17,1.2,2,1,2.6,1.7,1.75,4.8,1.98,3
417,9430,23552,11,3,4.11,3.89,4.29,5,3.83,2.33,-5.07,4.33,3.75,4.6,3.6,4.11,4,4.6,4.24,4.67,4,4.2,4.29,3,3.8,3.6,3.6,3.5,4.25,3.6,3.83,4
429,9576,24221,10,3,2.89,4,3.29,3.5,4.33,3.33,0.93,3.5,4.25,3,3.6,4.44,3.6,3.4,3.81,3.5,3.83,3.4,3.58,6,5.4,2.2,6,4.9,4,3.6,3.7,2.29
219,5829,23528,10,3,5.56,5.11,6,6,2.17,1,-13.83,6,1.5,1,1.2,6,5.2,5.4,5.53,6,6,6,6,2.2,1.8,1,1,1.5,6,1,6,1.43
397,9152,24012,10,3,4.56,4.67,5,5.25,2.83,2,-8.42,5,2,2.4,2.8,4.56,4.6,4.2,4.45,5.17,4.17,4.4,4.58,3.6,4.2,2.2,4,3.5,4.75,2.2,4.78,2.14
398,9153,24251,10,3,3.44,4.11,3.29,4,1.83,2.33,-4.07,3.33,1.75,3.2,3.2,3.22,2.2,3,2.81,3.33,3.17,3,3.17,2.4,3.6,2.4,3.2,2.9,3.5,3.8,3.35,3
396,9148,24232,10,3,2.89,3.11,3.29,4,3.33,2.33,-2.57,3.17,3.25,4.2,3.2,3.78,3.2,3.2,3.39,4,3.17,3.2,3.46,3.4,4,2.8,4.2,3.6,4,3.4,3.8,3.29
677,14040,31106,10,3,3.89,3.78,3.43,4.25,4.17,2.67,-1.61,3.5,4,2.8,2.8,3.56,3.6,3.6,3.59,3.83,3.33,3.4,3.52,4.2,4.6,3.2,3.8,3.95,5,3,4.5,3
752,15860,32097,11,3,3.22,3.67,3.71,4.5,3.83,3,-2.1,3.67,3.75,3.8,3,3.44,3.2,2.8,3.15,2.33,2.33,2.8,2.49,2.4,2.4,2.4,3.4,2.65,6,2.6,5.2,3.57
395,9143,24223,10,3,3.89,4.33,4.29,5,4,1,-7.57,4.33,3.75,3,2.4,4,3.8,3.4,3.73,4.33,3.83,4,4.06,4.4,3.6,2.6,4,3.65,5,1.6,5.2,3.14
308,7523,22271,10,3,4.22,4.44,4.57,6,4.83,2,-6.31,4.33,4.5,4.4,3.2,4.33,3.8,4.2,4.11,4.5,4.5,4.4,4.47,3.8,4.6,2.2,4.2,3.7,4.5,3.6,3.95,4.71
389,9081,23430,11,3,3.22,1.89,2.86,3.5,3.67,1.33,-2.88,2.83,3.75,2.6,3.2,1.11,3.4,3.2,2.57,3,3,4,3.33,1,2.6,1.8,2.6,2,4.5,2,4.75,3.29
204,5765,7280,10,3,4.67,4.56,4.29,3.25,3.67,2,-4.15,4.67,3.5,4.2,3,5.33,4.2,3.4,4.31,3.83,3.83,3.8,3.82,3,3.8,2,1.8,2.65,3.5,2.6,3.95,2.71
165,4433,9630,11,3,5,5.11,3,4.5,2.67,2,-3.83,3.17,2,2.6,3,3,3,3.8,3.27,3.83,3.83,4.2,3.96,1.4,1.6,1,1.6,1.4,4,1.8,4.6,1
205,5766,7274,10,3,4.89,5.33,5.29,5.5,4,1.67,-8.74,5.33,4,1.6,1.6,5.67,5,5.6,5.42,5.17,5.17,4.6,4.98,1.4,1.6,1.4,1.8,1.55,4.75,2.4,4.68,2.43
739,15560,31957,10,3,4.44,4.89,2.14,6,1.83,1,-6.45,1.67,1,4,2,3.89,4.4,3.6,3.96,5.67,4.67,4.8,5.04,4.2,4,1,3.6,3.2,5,2.8,4.6,3.14
163,4429,9591,11,3,3.11,2.89,2.43,2.75,3.5,2.33,0.56,2.5,3.5,3.8,4,2.22,3,3.2,2.81,3.5,3,3.6,3.37,4.4,4.8,3.8,3.6,4.15,3.75,3.6,3.58,3.57
207,5768,7275,10,3,5.11,5,4.71,4.75,4.17,3,-4.01,4.67,4,1.6,2.4,2.67,3.6,3.6,3.29,4.5,3.5,3.8,3.93,1,1,2.6,1,1.4,6,1,6,3.43
28,2945,21973,11,3,3.78,4,2.57,4.25,3,2,-2.39,2.67,2.75,3,3.4,2.56,3.2,3,2.92,4.17,2.67,2.8,3.21,2.8,3,2,3.4,2.8,4,2.6,4.2,2.86
202,5763,7278,10,3,3.44,2.22,2.57,3.5,3.83,5,5.19,2.67,3.75,1.8,3,1.89,3,3.6,2.83,3.83,2.67,1.6,2.7,1.8,4.2,2,1.4,2.35,2.75,4,2.88,2.86
164,4432,9629,11,3,3.78,2.89,4.29,5.25,4,1.33,-7.15,4.17,4,3,3.2,1.78,4.4,3.4,3.19,3.67,3,2.4,3.02,5.2,3.8,2.4,3.4,3.7,5.25,1.8,5.23,1.57
206,5767,7276,10,3,4.44,4.44,4.57,5,4.67,2,-5.48,4.67,4.5,1.6,2.4,2.56,3.4,4,3.32,4.17,3.67,4.6,4.14,1.6,1,1.8,1,1.35,4,3.8,3.6,1.86
660,13680,29853,10,3,5.22,5,6,6,5.17,1.67,-9.5,6,4.75,2.2,1.2,4.78,5.4,5.2,5.13,6,5.5,5.8,5.77,2.6,4,4.2,2.2,3.25,5.75,1.8,5.48,2.57
661,13681,29854,10,3,4,4.44,4.71,5.25,4.5,1.67,-6.85,4.67,4.25,4.2,2.4,3.44,4.2,3.8,3.81,4.5,4,3.4,3.97,1.2,1,3,1.2,1.6,5,1.4,5.3,3.86
203,5764,7272,10,3,4.33,3.78,3.29,3.5,5,4.67,4.26,3.5,5,2.2,3.6,1.67,3.8,4.2,3.22,3.33,3.5,4,3.61,2.8,3.2,3.6,3,3.15,4,2.6,4.2,2.29
208,5769,7273,10,3,4.56,4.11,3.86,4.25,2.83,1.33,-6.46,4,3,3.2,2.6,4.11,4.4,4,4.17,4.17,3.33,4,3.83,3,2.6,1.8,2.2,2.4,4.75,2,4.88,2.14
295,7445,22349,10,3,5.11,4,4.29,5.25,2.83,1.67,-7.65,4.33,2.5,2.2,2.4,3.89,5.4,3.8,4.36,4,3.83,4,3.94,4.2,3.4,2.8,1.8,3.05,4.25,2.4,4.43,2.43
190,5492,387,10,3,3.22,3.78,4.57,5.5,4.17,1.33,-7.81,4.67,4,1.8,4,3.89,4,4.2,4.03,3.83,4.33,3.8,3.99,1.6,3.4,2,1.8,2.2,6,3.2,4.9,4.14
189,5490,386,10,3,4.44,4,3.86,6,3.83,2.67,-4.55,3.83,2.75,1,1.6,3.22,3.4,3.6,3.41,5.5,4.17,3,4.22,2,5,1.8,3,2.95,3.75,4.4,3.18,3.57
37,3128,1429,10,3,4.33,3.33,4.29,3.25,1.5,3,-4.32,4.67,1,1.8,3.8,2.11,3.6,2.6,2.77,3.83,2.83,2.8,3.16,1,1.8,1.8,1,1.4,4.25,2.6,4.33,2.14
171,4738,3707,10,3,5.56,4.56,4.43,4.75,2.17,1,-9.44,4.5,2.5,1.8,2.6,3.67,4.2,3.6,3.82,4.5,3.33,4.4,4.08,2,2.6,1,2,1.9,4.75,1.6,5.08,3.57
317,7699,22469,11,3,4.33,3.22,2.71,5,1.67,1,-6.76,3,2,2,3,3.44,5,3.6,4.01,3.83,4,3.8,3.88,3.2,2.6,1.4,1.6,2.2,4.75,1,5.38,1.86
172,4739,8841,10,3,4.78,4.11,4.71,5,3,1,-9.43,5,2.5,1.4,1.6,4,4.2,3.2,3.8,5,3.5,3,3.83,1.6,3.8,3.2,2.6,2.8,4,2,4.5,3.57
311,7649,22470,11,3,4.11,3.44,3.71,4.75,3.67,2,-4.51,3.67,3.25,2.8,2.4,2.44,3.4,4,3.28,3.17,3.83,4.2,3.73,5.2,4.2,2.8,3.8,4,5.75,2,5.38,3
337,8010,22863,10,3,4.11,3,3,4.5,2.33,1.33,-5.5,2.83,2,3.6,3.2,1.89,2.6,3.4,2.63,3.5,2.67,3.8,3.32,1.8,2.8,1.8,2.4,2.2,6,1.2,5.9,2.14
176,4962,21673,11,3,5.56,5,5,4,2.83,1,-9.17,5,2.25,1.8,3.2,6,5,4.8,5.27,5,5,5.2,5.07,3.8,4.4,2.2,2.4,3.2,5.25,2,5.13,2
175,4961,21805,11,3,4.22,4.89,5.43,4.75,2.67,1,-10.94,5.33,1.5,1,1.6,4.89,3.4,4.4,4.23,5,3.5,3.2,3.9,5.2,2.8,1.6,2,2.9,5.25,1.6,5.33,2.43
177,4963,21806,11,3,4.44,4.89,4.57,4.75,2.67,1,-9.23,4.5,1.5,1,3.4,2.67,3.8,5,3.82,3.67,3.67,4.2,3.84,5,5.8,2,5.2,4.5,6,1.2,5.9,1.71
59,3434,8737,10,3,4.22,4.56,4.29,5.25,3.5,2,-6.32,4.5,3.25,2.6,2.2,5.44,4.6,4.8,4.95,4,4,4.2,4.07,2.2,2,2.2,2.4,2.2,4.75,3.2,4.28,2
56,3334,6103,10,3,4.78,3.11,4.14,5.25,3.83,2.33,-5.04,4,3.75,2.4,2,3.89,4.4,4,4.1,4,3.83,4.2,4.01,2.8,2.8,3.4,3,3,5,1,5.5,1.86
